pais,sede_id,tipo_red,url
FEDERATIVE  REPUBLIC  OF  BRAZIL,CPABL,Otra,consuladoargentinosp@gmail.com
FEDERATIVE  REPUBLIC  OF  BRAZIL,CRECI,Facebook,https://www.facebook.com/argentinaenbrasilrecife
FEDERATIVE  REPUBLIC  OF  BRAZIL,CRECI,Instagram,https://www.instagram.com/consuladoargentinorecife
FEDERATIVE  REPUBLIC  OF  BRAZIL,CRIOJ,Facebook,https://www.facebook.com/argentinaenriodejaneiro/
FEDERATIVE  REPUBLIC  OF  BRAZIL,CRIOJ,Instagram,https://www.instagram.com/consuladoargentinoenrio/
FEDERATIVE  REPUBLIC  OF  BRAZIL,CSBAH,Facebook,https://www.facebook.com/argentinaensalvador
FEDERATIVE  REPUBLIC  OF  BRAZIL,CSBAH,Instagram,https://www.instagram.com/argentinaensalvador
FEDERATIVE  REPUBLIC  OF  BRAZIL,CSBAH,Twitter/X,https://twitter.com/argentinaenssa
FEDERATIVE  REPUBLIC  OF  BRAZIL,CURUG,Facebook,https://www.facebook.com/argenuruguayana/
FEDERATIVE  REPUBLIC  OF  BRAZIL,CURUG,Instagram,https://instagram.com/consuladouruguayana
FEDERATIVE  REPUBLIC  OF  BRAZIL,CURUG,Twitter/X,https://twitter.com/curugok
FEDERATIVE  REPUBLIC  OF  BRAZIL,EBRAS,Facebook,https://www.facebook.com/embargbrasil
FEDERATIVE  REPUBLIC  OF  BRAZIL,EBRAS,Instagram,https://www.instagram.com/embaargenbrasil
FEDERATIVE  REPUBLIC  OF  BRAZIL,EBRAS,Twitter/X,https://twitter.com/argentinaenbras
FRENCH  REPUBLIC,EFRAN,Facebook,https://www.facebook.com/argentinaenfrancia/
FRENCH  REPUBLIC,EUNES,Facebook,https://www.facebook.com/delegation.argentine/
FRENCH  REPUBLIC,EUNES,Twitter/X,https://twitter.com/argentinaunesco
HELLENIC  REPUBLIC,EGREC,Facebook,https://www.facebook.com/argentinaengrecia
HELLENIC  REPUBLIC,EGREC,Otra,embajadaargentinaengrecia
HELLENIC  REPUBLIC,EGREC,Twitter/X,https://twitter.com/argengrecia
HELLENIC  REPUBLIC,EGREC,YouTube,https://www.youtube.com/channel/ucfakseres33zedzjbnrzoog/featured
HUNGARY,EUNGR,Facebook,https://www.facebook.com/argentinaenhungria
HUNGARY,EUNGR,Instagram,https://www.instagram.com/argentinaenhungria/
HUNGARY,EUNGR,Twitter/X,https://twitter.com/embarghungria
IRELAND,EIRLA,Facebook,https://www.facebook.com/argentinaenirlanda/
IRELAND,EIRLA,Instagram,https://www.instagram.com/embajadaargentinairlanda
ISLAMIC  REPUBLIC  OF  PAKISTAN,EPAKI,Instagram,https://www.instagram.com/argentinaenpakistan/
ITALIAN  REPUBLIC,CMILA,Instagram,https://www.instagram.com/argenmilano/
ITALIAN  REPUBLIC,CMILA,YouTube,https://www.youtube.com/channel/uczdyen4gttyeyx15xxkunwq
ITALIAN  REPUBLIC,CROMA,Twitter/X,https://twitter.com/argenroma
ITALIAN  REPUBLIC,CROMA,Twitter/X,https://twitter.com/consuladoargentinoenroma
ITALIAN  REPUBLIC,EITAL,Facebook,https://es-la.facebook.com/emb.roma/
ITALIAN  REPUBLIC,EITAL,Instagram,https://www.instagram.com/arginitalia/?hl=es
ITALIAN  REPUBLIC,EITAL,Twitter/X,https://twitter.com/arginitalia?lang=es
JAMAICA,EJAMA,Facebook,https://www.facebook.com/argentinaenjamaica/
JAMAICA,EJAMA,Otra,argentinaenjamaica
JAMAICA,EJAMA,Twitter/X,https://twitter.com/argenjamaica
JAPAN,EJAPO,Facebook,https://www.facebook.com/argjapon/?ref=bookmarks
JAPAN,EJAPO,Instagram,https://www.instagram.com/embajadaargentinaenjapon/
JAPAN,EJAPO,Twitter/X,https://www.twitter.com/argenjapon_
KINGDOM  OF  BELGIUM,EBELG,Facebook,https://www.facebook.com/argentinaenbelgica/
KINGDOM  OF  BELGIUM,EBELG,Instagram,https://www.instagram.com/argenbelgica/
KINGDOM  OF  BELGIUM,ECEUR,Facebook,https://www.facebook.com/arganteue
KINGDOM  OF  BELGIUM,ECEUR,Instagram,https://www.instagram.com/arganteue/
KINGDOM  OF  BELGIUM,ECEUR,LinkedIn,https://www.linkedin.com/company/arganteue
KINGDOM  OF  BELGIUM,ECEUR,Twitter/X,https://twitter.com/arganteue
KINGDOM  OF  BELGIUM,ECEUR,YouTube,https://www.youtube.com/@arganteue
KINGDOM  OF  DANMARK,EDINA,Facebook,https://www.facebook.com/embajadadeargentinaendinamarca/
KINGDOM  OF  DANMARK,EDINA,Instagram,https://www.instagram.com/argentinaindenmark?igsh=dti4cdn6nhfpywm0
